"churn_status"	"session_length_seconds"	"session_count"	"event_count"	"closed_session_event_count"	"open_session_event_count"	"quest_completed_event_count"	"store_purchase_event_count"	"active_days"
"503"	"Stayed"	16147	29	427	53	54	35	0	19
"504"	"Churned"	530	1	24	3	3	3	0	1
"505"	"Stayed"	3233	2	70	7	7	6	0	1
"506"	"Stayed"	56171	66	979	149	148	45	6	14
"507"	"Stayed"	131620	556	3823	844	840	479	2	55
"508"	"Stayed"	30751	88	583	131	129	73	4	36
"509"	"Churned"	4813	11	149	13	12	16	0	7
"510"	"Stayed"	14727	21	548	43	42	26	2	9
"511"	"Churned"	243779	503	3220	958	958	241	0	40
"512"	"Stayed"	415060	446	6060	855	854	1972	32	41
"513"	"Churned"	1747	5	27	7	7	0	0	5
"514"	"Stayed"	87342	122	1011	186	186	73	1	20
"515"	"Churned"	2077	3	39	3	3	15	0	3
"516"	"Stayed"	16495	70	387	96	94	21	4	27
"517"	"Stayed"	11205	63	362	66	66	34	6	40
"518"	"Stayed"	443	2	22	3	3	2	0	2
"519"	"Churned"	1931	7	56	8	8	14	0	7
"520"	"Stayed"	102106	126	1496	347	346	102	2	23
"521"	"Stayed"	32271	32	460	85	90	72	2	10
"522"	"Stayed"	85	1	6	2	2	0	0	1
"523"	"Churned"	2000	3	96	4	4	14	0	3
"524"	"Stayed"	26600	93	723	117	115	215	1	15
"525"	"Churned"	7275	10	91	19	19	8	0	5
"526"	"Stayed"	27722	14	782	31	28	174	0	6
"527"	"Stayed"	214005	336	3813	572	569	1061	32	42
"528"	"Churned"	10225	19	282	28	28	53	0	7
"529"	"Churned"	15682	34	315	69	67	34	0	19
"530"	"Churned"	970	1	26	3	3	4	0	1
"531"	"Churned"	7905	10	243	26	25	43	0	7
"532"	"Stayed"	12433	16	220	40	39	30	3	8
"533"	"Stayed"	7938	16	101	21	21	7	0	9
"534"	"Stayed"	11538	18	168	26	24	39	2	8
"535"	"Churned"	9505	14	275	22	22	59	1	3
"536"	"Churned"	193	1	10	3	3	0	0	1
"537"	"Stayed"	155800	307	3251	446	447	1263	31	55
"538"	"Stayed"	40731	113	907	129	128	269	24	36
"539"	"Churned"	5422	3	113	6	6	16	0	1
"540"	"Churned"	3	1	4	1	1	0	0	1
"541"	"Stayed"	173352	256	2084	411	408	102	166	50
"542"	"Stayed"	3592	4	113	10	10	17	0	3
"543"	"Stayed"	33927	116	596	165	164	46	3	42
"544"	"Stayed"	2974	2	90	9	9	10	0	1
"545"	"Stayed"	27672	90	569	127	121	7	2	44
"546"	"Churned"	34312	119	717	155	153	103	9	39
"547"	"Stayed"	1850	8	65	17	17	3	0	7
"548"	"Stayed"	23890	48	511	75	71	39	0	16
"549"	"Stayed"	278706	202	3759	554	552	1488	14	47
"550"	"Stayed"	1502	1	62	5	5	7	0	1
"551"	"Churned"	3147	3	98	7	7	14	1	2
"552"	"Stayed"	2648	5	38	8	9	0	0	2
"553"	"Churned"	1430	2	69	3	3	10	0	2
"554"	"Stayed"	2110	9	41	11	10	0	0	8
"555"	"Stayed"	5658	14	207	17	17	50	0	8
"556"	"Churned"	1061	2	27	3	3	5	0	2
"557"	"Churned"	628	1	18	2	2	1	0	1
"558"	"Stayed"	45724	140	1105	185	183	147	8	41
"559"	"Churned"	2289	7	94	11	11	8	0	4
"560"	"Stayed"	37549	48	635	135	136	41	1	17
"561"	"Stayed"	25331	37	634	72	63	18	0	22
"562"	"Stayed"	58396	75	1119	124	122	467	10	25
"563"	"Stayed"	4415	21	163	28	28	23	3	15
"564"	"Stayed"	6813	4	254	14	13	19	0	3
"565"	"Stayed"	58342	180	1205	250	251	47	10	34
"566"	"Stayed"	34444	192	977	250	250	81	2	48
"567"	"Churned"	14677	3	859	18	18	428	1	3
"568"	"Churned"	575	1	18	2	2	2	0	1
"569"	"Churned"	174	2	10	2	2	0	0	2
"570"	"Churned"	2672	6	57	7	7	19	0	5
"571"	"Churned"	1375	1	11	2	2	0	0	1
"572"	"Churned"	253	2	9	2	2	0	0	2
"573"	"Churned"	0	1	1	0	0	0	0	1
"574"	"Stayed"	215	1	15	2	2	0	0	1
"575"	"Churned"	921	1	10	3	3	0	0	1
"576"	"Stayed"	1799	2	37	2	3	7	0	1
"577"	"Stayed"	2590	9	84	13	14	17	0	6
"578"	"Stayed"	1643	3	47	15	16	0	0	1
"579"	"Churned"	1399	1	66	4	4	13	0	1
"580"	"Stayed"	292	5	19	5	4	0	0	5
"581"	"Stayed"	1161	1	32	2	2	7	0	1
"582"	"Churned"	2647	9	69	10	10	5	0	8
"583"	"Stayed"	88257	163	1474	223	221	216	26	27
"584"	"Stayed"	170858	295	2918	507	502	274	9	55
"585"	"Churned"	7613	8	114	21	21	9	0	3
"586"	"Churned"	466	1	22	2	2	4	0	1
"587"	"Stayed"	33162	112	799	157	157	56	8	33
"588"	"Churned"	31697	87	791	116	113	66	4	37
"589"	"Stayed"	120	1	6	2	2	0	0	1
"590"	"Stayed"	23	3	12	3	3	0	0	3
"591"	"Churned"	5346	9	121	12	12	14	0	6
"592"	"Stayed"	5820	7	328	13	13	17	0	6
"593"	"Churned"	6717	7	150	17	17	17	0	3
"594"	"Stayed"	18062	35	656	52	53	165	2	16
"595"	"Churned"	11297	50	465	55	54	18	2	28
"596"	"Churned"	2401	7	79	12	10	9	0	7
"597"	"Churned"	1629	3	48	5	4	8	2	3
"598"	"Churned"	2120	7	89	10	10	10	0	5
"599"	"Stayed"	1245	4	37	6	6	4	0	2
"600"	"Churned"	156	1	10	2	2	0	0	1
"601"	"Churned"	408	2	10	3	2	0	0	2
"602"	"Stayed"	22311	33	348	55	55	49	2	14
"603"	"Stayed"	14214	20	263	36	37	34	0	5
"604"	"Churned"	26857	68	750	85	84	130	11	25
"605"	"Stayed"	20750	67	554	93	93	52	0	21
"606"	"Stayed"	179	1	5	1	1	0	0	1
"607"	"Stayed"	3255	10	91	13	12	10	1	4
"608"	"Churned"	6670	20	170	27	27	14	0	13
"609"	"Churned"	776	1	34	2	2	5	0	1
"610"	"Churned"	16781	15	208	28	25	86	0	7
"611"	"Stayed"	2404	4	85	7	7	12	0	2
"612"	"Stayed"	981	4	35	8	7	1	0	3
"613"	"Stayed"	949	3	50	11	11	2	0	3
"614"	"Stayed"	17073	19	313	67	60	23	0	7
"615"	"Churned"	295	4	19	5	5	0	0	4
"616"	"Stayed"	11010	7	139	22	21	17	0	2
"617"	"Stayed"	34560	35	685	78	76	45	0	11
"618"	"Churned"	33	1	5	1	1	0	0	1
"619"	"Stayed"	198755	276	4437	526	512	1614	4	49
"620"	"Stayed"	57687	94	916	152	155	171	5	44
"621"	"Stayed"	10569	35	634	47	44	4	2	24
"622"	"Stayed"	50704	74	899	157	157	215	6	25
"623"	"Stayed"	68149	128	1280	238	238	236	4	30
"624"	"Stayed"	37767	49	535	92	92	31	0	16
"625"	"Stayed"	79358	183	1344	229	229	226	10	27
"626"	"Stayed"	417139	430	8395	825	815	4843	71	55
"627"	"Churned"	3519	2	79	8	7	15	0	1
"628"	"Stayed"	143060	305	2328	453	456	370	1	28
"629"	"Stayed"	24299	45	570	58	58	76	7	14
"630"	"Churned"	1338	6	41	8	8	2	0	5
"631"	"Churned"	346	1	7	2	2	0	0	1
"632"	"Stayed"	74241	167	1621	231	225	654	13	47
"633"	"Churned"	30377	77	682	157	158	39	4	18
"634"	"Churned"	146	1	15	5	5	0	0	1
"635"	"Churned"	17428	48	448	59	61	151	1	15
"636"	"Stayed"	11216	11	189	23	23	24	1	6
"637"	"Churned"	1916	3	49	6	6	5	0	3
"638"	"Churned"	8152	27	179	35	35	42	0	7
"639"	"Stayed"	181788	439	2610	706	706	215	46	55
"640"	"Churned"	419	1	11	2	2	0	0	1
"641"	"Stayed"	50264	59	1154	104	100	111	3	26
"642"	"Stayed"	121813	206	1827	356	350	274	2	26
"643"	"Stayed"	114311	178	3708	250	252	1741	43	27
"644"	"Churned"	916	7	51	8	8	5	0	5
"645"	"Churned"	85	1	6	2	2	0	0	1
"646"	"Stayed"	322	5	29	7	7	1	0	3
"647"	"Stayed"	4205	37	174	42	41	6	2	18
"648"	"Churned"	7447	29	250	50	50	22	2	11
"649"	"Churned"	1020	3	35	4	4	3	0	3
"650"	"Churned"	8525	22	151	29	27	17	0	11
"651"	"Churned"	2472	8	104	16	16	11	0	4
"652"	"Churned"	64948	174	1127	279	255	91	7	31
"653"	"Churned"	3015	17	115	18	18	31	0	12
"654"	"Stayed"	142	1	6	2	2	0	0	1
"655"	"Stayed"	607	1	24	3	3	4	0	1
"656"	"Churned"	2080	7	65	8	8	9	0	5
"657"	"Churned"	332	2	9	3	3	0	0	1
"658"	"Stayed"	75860	212	1552	302	299	244	12	51
"659"	"Stayed"	82633	145	1562	294	296	169	7	32
"660"	"Stayed"	144887	199	3188	337	334	1732	18	53
"661"	"Stayed"	128802	232	2219	332	330	775	66	37
"662"	"Churned"	3537	9	51	13	13	1	0	7
"663"	"Churned"	4100	68	282	79	79	5	1	27
"664"	"Stayed"	447315	531	4885	1063	1061	993	9	55
"665"	"Stayed"	84909	150	1590	284	286	289	6	41
"666"	"Churned"	2379	3	56	8	8	11	0	2
"667"	"Stayed"	644723	430	11000	1247	1246	5367	3	54
"668"	"Churned"	1927	3	49	5	5	4	0	3
"669"	"Stayed"	65254	229	1284	316	316	75	7	41
"670"	"Stayed"	48636	108	758	185	185	125	0	22
"671"	"Churned"	651	1	28	2	2	6	0	1
"672"	"Churned"	6006	21	199	41	41	12	0	9
"673"	"Stayed"	13427	18	225	33	33	17	2	3
"674"	"Stayed"	307	2	14	4	4	0	0	1
"675"	"Stayed"	328	1	7	2	2	0	0	1
"676"	"Churned"	27246	26	880	85	84	369	5	7
"677"	"Churned"	3553	3	59	7	7	6	0	3
"678"	"Stayed"	7022	45	245	58	58	38	2	14
"679"	"Churned"	17748	22	822	69	68	25	1	13
"680"	"Stayed"	13882	70	470	88	88	53	3	19
"681"	"Stayed"	410	2	18	3	2	0	0	2
"682"	"Stayed"	51253	204	1032	241	239	44	0	52
"683"	"Stayed"	24451	41	477	71	70	120	2	30
"684"	"Churned"	4024	10	123	12	12	18	0	7
"685"	"Stayed"	7575	34	232	40	37	59	2	17
"686"	"Churned"	918	1	62	2	2	9	0	1
"687"	"Stayed"	16104	43	380	65	64	41	7	10
"688"	"Stayed"	4557	12	94	13	15	8	0	4
"689"	"Churned"	1703	2	33	4	3	2	0	2
"690"	"Stayed"	10247	21	145	27	26	16	1	14
"691"	"Churned"	919	11	45	17	17	0	0	6
"692"	"Stayed"	15497	18	232	53	52	16	0	9
"693"	"Churned"	92	1	4	1	1	0	0	1
"694"	"Stayed"	30159	69	571	105	105	49	1	23
"695"	"Churned"	1256	2	47	3	3	10	0	1
"696"	"Churned"	1222	2	41	5	5	5	0	2
"697"	"Churned"	4	2	8	2	2	0	0	2
"698"	"Stayed"	103037	157	2270	206	200	574	17	49
"699"	"Stayed"	23678	35	678	59	62	153	1	15
"700"	"Stayed"	19403	58	420	87	86	52	5	29
"701"	"Stayed"	91386	95	1778	199	200	786	23	12
"702"	"Stayed"	324957	80	6728	425	426	3628	72	13
"703"	"Stayed"	1108	8	34	8	8	0	0	7
"704"	"Stayed"	18322	110	637	125	124	79	10	44
"705"	"Churned"	11378	38	335	54	55	52	1	10
"706"	"Stayed"	10227	11	214	17	8	25	1	11
"707"	"Stayed"	18367	9	346	47	47	152	1	6
"708"	"Churned"	0	1	1	0	0	0	0	1
"709"	"Churned"	4270	29	168	35	35	4	1	22
"710"	"Stayed"	75222	119	1271	178	177	169	9	29
"711"	"Stayed"	12	2	9	2	2	0	0	2
"712"	"Churned"	42	2	8	3	3	0	0	1
"713"	"Stayed"	43833	129	874	178	174	68	20	45
"714"	"Stayed"	25869	56	799	102	97	80	1	24
"715"	"Stayed"	213506	508	3509	851	848	160	232	55
"716"	"Stayed"	50810	155	1753	440	440	143	7	21
"717"	"Stayed"	2838	4	33	8	8	1	0	3
"718"	"Churned"	18	1	5	1	1	0	0	1
"719"	"Churned"	1175	3	20	4	4	0	0	3
"720"	"Churned"	7439	6	113	18	18	12	4	3
"721"	"Stayed"	896	3	29	5	5	1	1	3
"722"	"Stayed"	37536	39	814	111	112	209	0	5
"723"	"Stayed"	47529	244	1735	363	364	84	38	55
"724"	"Churned"	8814	9	133	16	15	19	0	4
"725"	"Churned"	3557	9	112	12	11	22	0	4
"726"	"Churned"	13309	23	330	49	49	108	0	10
"727"	"Churned"	84326	70	2030	207	205	1097	6	18
"728"	"Stayed"	12874	25	300	38	35	32	0	12
"729"	"Churned"	12482	19	238	48	48	16	0	5
"730"	"Stayed"	1345	9	44	10	10	0	1	9
"731"	"Stayed"	88554	244	1877	344	343	393	13	54
"732"	"Churned"	2344	3	86	17	17	13	0	2
"733"	"Churned"	65	1	5	1	1	0	0	1
"734"	"Churned"	1379	2	30	5	5	3	0	2
"735"	"Stayed"	972	4	32	6	6	1	0	3
"736"	"Stayed"	7949	30	192	40	39	11	0	25
"737"	"Stayed"	249972	266	6459	1129	1128	2328	13	28
"738"	"Churned"	1802	7	45	14	14	0	0	6
"739"	"Stayed"	151265	227	2111	435	438	594	19	33
"740"	"Stayed"	8133	34	244	41	38	43	1	20
"741"	"Stayed"	84468	93	1149	128	131	430	8	22
"742"	"Stayed"	14841	127	540	135	134	29	2	50
"743"	"Churned"	2180	6	45	8	7	8	0	5
"744"	"Churned"	1066	5	58	8	8	3	0	3
"745"	"Stayed"	41624	83	673	109	105	165	2	37
"746"	"Stayed"	10317	8	198	20	20	39	0	6
"747"	"Churned"	701	2	13	2	2	0	0	1
"748"	"Churned"	528	2	13	4	4	0	0	2
"749"	"Churned"	94876	150	1498	232	229	337	10	17
"750"	"Stayed"	47929	95	1027	205	210	66	0	11
"751"	"Stayed"	66654	140	1118	207	207	234	4	21
"752"	"Stayed"	1217	5	45	6	6	5	0	5
"753"	"Stayed"	50305	93	1133	185	187	131	20	20
"754"	"Churned"	49667	20	940	83	83	277	0	5
"755"	"Stayed"	5230	10	61	14	13	0	0	6
"756"	"Stayed"	190664	313	2736	735	725	311	3	52
"757"	"Stayed"	48130	100	876	112	107	204	6	13
"758"	"Stayed"	120258	144	2225	259	255	496	1	33
"759"	"Stayed"	166793	328	1827	421	416	134	25	37
"760"	"Stayed"	81369	241	2050	322	319	787	16	52
"761"	"Stayed"	1314	1	87	8	8	15	0	1
"762"	"Churned"	9	1	5	1	1	0	0	1
"763"	"Churned"	1065	7	68	8	8	6	0	2
"764"	"Churned"	29098	16	1158	70	69	77	1	4
"765"	"Churned"	133	2	8	2	2	0	0	2
"766"	"Churned"	1038	4	18	4	4	0	0	4
"767"	"Churned"	271	1	9	3	3	0	0	1
"768"	"Churned"	14	2	12	4	4	0	0	2
"769"	"Stayed"	38760	43	518	75	74	57	6	15
"770"	"Churned"	495	3	13	3	2	0	0	2
"771"	"Churned"	4613	10	132	14	14	42	0	3
"772"	"Churned"	9452	28	241	39	39	22	1	10
"773"	"Churned"	341	1	7	2	2	0	0	1
"774"	"Stayed"	20420	49	475	64	63	106	1	16
"775"	"Churned"	12497	8	295	16	14	31	0	2
"776"	"Churned"	4500	26	162	35	35	19	1	18
"777"	"Stayed"	18741	39	504	58	56	96	0	17
"778"	"Churned"	436	2	10	2	2	0	0	2
"779"	"Stayed"	139043	209	1319	313	312	79	18	51
"780"	"Churned"	23	1	4	1	1	0	0	1
"781"	"Stayed"	26991	49	342	78	74	27	2	15
"782"	"Churned"	1482	2	24	7	7	1	0	2
"783"	"Stayed"	50521	159	1714	196	191	195	22	46
"784"	"Churned"	25483	53	399	107	107	20	1	15
"785"	"Stayed"	3172	7	64	12	12	1	0	6
"786"	"Stayed"	16046	31	258	53	52	25	0	5
"787"	"Churned"	6789	7	155	13	14	18	0	3
"788"	"Churned"	225	1	18	3	3	1	0	1
"789"	"Churned"	66541	92	2692	190	182	138	401	28
"790"	"Churned"	2119	3	59	5	5	4	0	2
"791"	"Churned"	0	1	1	0	0	0	0	1
"792"	"Stayed"	91812	289	1936	443	442	373	16	52
"793"	"Stayed"	1138	5	32	8	7	0	0	4
"794"	"Stayed"	24594	166	769	208	206	23	4	51
"795"	"Stayed"	53858	192	1836	321	319	100	7	38
"796"	"Stayed"	14020	8	497	22	20	59	0	4
"797"	"Stayed"	8498	10	154	19	19	7	0	5
"798"	"Stayed"	148111	243	2158	430	426	277	10	36
"799"	"Stayed"	11877	17	270	29	29	17	0	6
"800"	"Stayed"	7061	27	189	37	34	43	0	12
"801"	"Churned"	645	3	13	3	3	0	0	2
"802"	"Churned"	5	3	7	1	1	0	0	2
"803"	"Stayed"	928	4	36	5	5	1	1	1
"804"	"Stayed"	4674	29	151	34	34	13	0	22
"805"	"Stayed"	23061	23	310	59	56	66	5	5
"806"	"Churned"	453	1	9	2	2	0	0	1
"807"	"Churned"	380	1	18	5	5	0	0	1
"808"	"Churned"	848	3	25	4	4	1	0	1
"809"	"Stayed"	12998	14	156	35	35	16	0	4
"810"	"Stayed"	160659	277	3251	479	478	1387	12	54
"811"	"Stayed"	114761	196	1955	386	386	201	45	25
"812"	"Churned"	22581	33	514	84	82	131	0	14
"813"	"Stayed"	8774	116	468	123	123	7	18	41
"814"	"Churned"	92	1	6	2	2	0	0	1
"815"	"Churned"	23279	48	659	73	73	44	0	17
"816"	"Stayed"	5155	4	66	7	6	10	1	4
"817"	"Stayed"	4111	3	105	7	7	11	0	1
"818"	"Stayed"	45301	206	1156	242	240	174	8	55
"819"	"Churned"	1906	9	71	20	20	0	0	5
"820"	"Stayed"	86300	313	1829	380	374	459	7	55
"821"	"Churned"	227	1	11	2	2	0	0	1
"822"	"Stayed"	45945	266	1546	331	331	26	25	55
"823"	"Stayed"	20630	21	365	46	43	68	3	12
"824"	"Churned"	85038	33	1354	130	129	587	2	8
"825"	"Churned"	983	1	31	3	3	3	0	1
"826"	"Stayed"	2623	8	91	10	10	10	0	5
"827"	"Churned"	3537	8	121	14	12	15	0	5
"828"	"Churned"	1786	2	67	4	4	7	0	2
"829"	"Churned"	7066	6	123	16	16	19	0	3
"830"	"Churned"	4169	8	83	16	17	9	1	3
"831"	"Churned"	45227	125	1169	143	143	450	32	30
"832"	"Churned"	10615	23	238	32	32	57	1	5
"833"	"Stayed"	178730	249	4764	413	418	2228	10	38
"834"	"Stayed"	31465	49	1028	81	80	277	2	19
"835"	"Churned"	2028	4	84	7	7	3	0	3
"836"	"Churned"	43432	244	1564	304	304	450	8	33
"837"	"Churned"	9150	37	214	49	47	14	2	25
"838"	"Churned"	207	2	8	2	2	0	0	2
"839"	"Churned"	39671	105	802	171	171	110	5	29
"840"	"Stayed"	22763	61	593	110	111	63	0	23
"841"	"Churned"	8713	63	287	81	81	5	2	24
"842"	"Stayed"	255	2	11	3	3	0	0	2
"843"	"Churned"	156	2	14	3	3	0	0	2
"844"	"Churned"	214652	255	2553	652	647	327	12	33
"845"	"Churned"	89	1	6	2	2	0	0	1
"846"	"Churned"	2112	4	66	7	7	8	0	3
"847"	"Stayed"	274062	423	6395	972	965	2151	4	55
"848"	"Churned"	8367	19	199	35	35	16	0	11
"849"	"Churned"	13093	24	383	34	36	49	3	12
"850"	"Churned"	17949	35	587	62	62	88	2	11
"851"	"Stayed"	135204	131	3085	228	213	1633	46	51
"852"	"Stayed"	339	2	11	4	4	0	0	2
"853"	"Churned"	3660	5	55	16	15	1	0	2
"854"	"Churned"	34034	42	954	100	98	207	3	13
"855"	"Stayed"	1894	8	74	9	9	10	0	4
"856"	"Churned"	10763	6	233	9	8	126	0	5
"857"	"Stayed"	914	3	22	7	5	0	0	2
"858"	"Churned"	1523	3	50	4	4	8	1	3
"859"	"Stayed"	331	1	11	0	1	1	0	1
"860"	"Stayed"	6674	10	147	18	18	17	0	5
"861"	"Churned"	1614	1	57	2	2	9	0	1
"862"	"Churned"	22056	27	525	70	69	41	1	11
"863"	"Stayed"	4742	2	109	10	10	17	0	2
"864"	"Churned"	22	1	4	1	1	0	0	1
"865"	"Churned"	24886	78	483	118	118	21	1	29
"866"	"Churned"	8152	13	141	22	22	28	0	5
"867"	"Churned"	1550	4	37	6	6	8	0	4
"868"	"Churned"	8394	4	214	12	11	18	2	2
"869"	"Stayed"	42676	57	847	131	124	66	15	30
"870"	"Stayed"	75135	84	1409	118	117	334	2	30
"871"	"Stayed"	3348	15	92	18	18	14	2	10
"872"	"Stayed"	7892	47	237	54	53	5	0	32
"873"	"Churned"	18163	52	406	71	71	40	1	24
"874"	"Stayed"	63762	35	1653	70	72	1008	4	7
"875"	"Stayed"	5149	5	126	7	7	23	0	4
"876"	"Stayed"	405543	213	6875	718	717	3112	5	39
"877"	"Churned"	1973	4	31	9	9	0	0	1
"878"	"Churned"	24058	54	710	88	87	114	1	21
"879"	"Churned"	9745	17	173	24	24	19	0	4
"880"	"Stayed"	5016	11	179	20	19	16	0	3
"881"	"Stayed"	25268	91	518	117	115	20	1	29
"882"	"Churned"	1757	5	53	6	6	4	0	4
"883"	"Churned"	1004	2	16	5	5	0	0	1
"884"	"Stayed"	44095	113	850	237	236	14	0	17
"885"	"Churned"	5799	11	117	22	22	34	0	8
"886"	"Churned"	155	1	7	2	2	0	0	1
"887"	"Stayed"	17711	186	719	213	213	30	9	50
"888"	"Churned"	7514	8	260	21	21	40	0	3
"889"	"Churned"	634	2	24	3	3	1	0	2
"890"	"Stayed"	9432	29	185	33	33	31	0	22
"891"	"Stayed"	21138	51	385	76	76	23	2	22
"892"	"Churned"	2315	9	62	11	11	18	0	7
"893"	"Churned"	5601	13	118	17	17	16	0	3
"894"	"Churned"	4611	8	245	17	17	18	0	6
"895"	"Churned"	1880	5	33	8	8	0	0	4
"896"	"Churned"	954	2	25	4	4	1	0	2
"897"	"Churned"	5568	8	180	23	22	24	0	6
"898"	"Stayed"	149711	280	2392	598	594	211	11	42
"899"	"Churned"	2312	5	68	7	7	13	0	2
"900"	"Churned"	19732	36	702	62	61	68	1	12
"901"	"Stayed"	284148	309	4110	560	547	1009	21	39
"902"	"Stayed"	232099	200	3678	441	432	1153	22	48
"903"	"Stayed"	26586	30	679	61	60	151	13	4
"904"	"Stayed"	3512	5	104	7	6	16	0	3
"905"	"Churned"	337	1	7	2	2	0	0	1
"906"	"Stayed"	48524	59	858	147	144	194	1	21
"907"	"Stayed"	66767	152	931	222	218	100	5	24
"908"	"Stayed"	243464	412	5685	885	889	1692	25	55
"909"	"Churned"	818	3	33	9	9	0	0	2
"910"	"Stayed"	19773	77	762	180	177	143	0	37
"911"	"Churned"	1182	2	21	5	4	3	0	2
"912"	"Stayed"	313483	360	3510	710	710	759	13	44
"913"	"Churned"	833	1	17	6	6	0	0	1
"914"	"Stayed"	122100	301	3046	424	420	782	324	55
"915"	"Churned"	1	1	4	1	1	0	0	1
"916"	"Churned"	34880	35	453	74	74	99	1	9
"917"	"Stayed"	14653	9	159	25	25	12	0	3
"918"	"Stayed"	1804	5	40	7	7	3	0	3
"919"	"Stayed"	39275	85	705	131	131	137	11	27
"920"	"Churned"	1223	1	33	2	2	7	0	1
"921"	"Churned"	5283	10	119	20	20	15	1	2
"922"	"Churned"	11014	24	256	37	37	18	0	9
"923"	"Churned"	612	3	32	4	4	6	0	1
"924"	"Churned"	11	1	4	1	1	0	0	1
"925"	"Churned"	2652	9	69	11	10	28	0	7
"926"	"Churned"	1167	1	18	3	3	0	0	1
"927"	"Stayed"	67393	170	1669	280	275	507	11	19
"928"	"Churned"	1785	4	65	5	5	7	0	2
"929"	"Stayed"	11275	17	221	51	51	21	0	8
"930"	"Churned"	1895	5	69	8	8	6	0	3
"931"	"Stayed"	239150	236	2367	427	405	414	26	49
"932"	"Churned"	6720	1	119	4	4	15	0	1
"933"	"Churned"	310	2	18	3	3	1	0	1
"934"	"Stayed"	6884	14	134	21	20	14	0	5
"935"	"Churned"	14222	23	198	32	31	31	0	10
"936"	"Stayed"	20319	88	583	135	135	63	9	32
"937"	"Churned"	69	1	6	2	2	0	0	1
"938"	"Stayed"	5245	18	196	27	26	8	0	7
"939"	"Churned"	21932	28	302	55	55	26	0	12
"940"	"Stayed"	33891	124	664	162	161	90	1	37
"941"	"Stayed"	2225	2	84	24	24	5	2	2
"942"	"Churned"	1429	8	67	9	9	3	0	3
"943"	"Churned"	1028	2	55	24	24	0	0	2
"944"	"Stayed"	81253	309	1729	410	407	171	5	51
"945"	"Stayed"	23881	55	570	87	84	227	14	27
"946"	"Churned"	2926	8	47	11	11	3	0	5
"947"	"Churned"	184	5	20	5	5	0	0	5
"948"	"Stayed"	73726	92	1626	143	144	571	38	22
"949"	"Stayed"	78783	160	1165	258	255	128	8	33
"950"	"Stayed"	16703	123	557	141	140	45	1	46
"951"	"Churned"	13992	22	265	40	39	39	1	11
"952"	"Stayed"	11648	31	387	43	42	27	0	15
"953"	"Stayed"	86569	505	2361	636	634	270	11	54
"954"	"Stayed"	47378	147	997	175	174	266	7	51
"955"	"Churned"	386	2	17	3	3	0	0	1
"956"	"Churned"	18949	30	493	58	58	52	1	6
"957"	"Churned"	1494	5	80	14	14	13	0	3
"958"	"Churned"	20889	39	513	63	63	76	1	13
"959"	"Churned"	6518	13	202	19	19	21	1	6
"960"	"Churned"	258	1	8	2	2	0	0	1
"961"	"Stayed"	88155	59	894	188	189	125	3	10
"962"	"Stayed"	14005	39	411	54	54	67	2	21
"963"	"Stayed"	99565	178	1500	300	299	252	1	28
"964"	"Churned"	22141	21	496	41	40	54	0	6
"965"	"Churned"	683	2	25	3	3	4	0	2
"966"	"Stayed"	97588	158	1072	206	205	95	10	16
"967"	"Stayed"	2259	3	67	5	5	10	0	2
"968"	"Stayed"	86831	131	1926	248	246	581	0	39
"969"	"Churned"	1951	1	53	3	3	6	0	1
"970"	"Churned"	15657	46	250	53	53	19	1	26
"971"	"Stayed"	303	4	18	5	5	0	0	3
"972"	"Stayed"	39273	78	733	93	90	114	1	26
"973"	"Churned"	449	1	12	3	3	0	0	1
"974"	"Churned"	3292	4	86	6	6	15	0	4
"975"	"Churned"	90	1	6	2	2	0	0	1
"976"	"Stayed"	343	3	17	4	4	0	0	3
"977"	"Stayed"	2093	6	65	9	8	4	1	5
"978"	"Churned"	10485	31	232	56	55	35	0	11
"979"	"Stayed"	23717	32	283	69	68	12	1	13
"980"	"Stayed"	89620	46	2032	207	205	430	8	17
"981"	"Churned"	5562	12	141	28	28	10	0	6
"982"	"Churned"	32620	83	531	110	105	72	3	26
"983"	"Stayed"	20904	39	667	56	58	226	1	21
"984"	"Stayed"	72063	159	1653	195	188	456	6	54
"985"	"Stayed"	64580	151	1235	207	205	365	3	39
"986"	"Churned"	11467	54	266	61	61	14	3	21
"987"	"Churned"	3104	5	103	11	11	15	1	2
"988"	"Stayed"	334334	537	9314	818	813	5761	0	55
"989"	"Churned"	77	1	4	1	1	0	0	1
"990"	"Stayed"	30060	53	552	59	60	73	6	18
"991"	"Churned"	40795	39	850	195	195	92	2	7
"992"	"Stayed"	15452	30	373	40	39	83	3	11
"993"	"Churned"	2212	5	50	5	5	6	0	4
"994"	"Stayed"	77685	67	894	201	197	94	3	15
"995"	"Churned"	2659	2	118	7	7	16	0	2
"996"	"Churned"	161625	225	2848	493	490	906	11	25
"997"	"Stayed"	179686	344	3018	614	616	133	50	36
"998"	"Stayed"	1087	4	48	5	6	4	0	3
"999"	"Stayed"	39305	100	1145	148	148	191	2	32
"1000"	"Stayed"	18555	11	278	35	37	102	0	3
"1001"	"Churned"	288	1	9	2	1	0	0	1
"1002"	"Stayed"	1874	13	59	15	15	0	0	8
"1003"	"Churned"	5345	7	172	16	16	32	2	5
"1004"	"Churned"	3444	3	59	5	5	10	0	1
"1005"	"Churned"	2525	23	107	25	24	6	0	21
"1006"	"Churned"	1864	6	57	9	9	1	0	3
